ÃÄ«~¥N½X,ÃÄ«~¦WºÙ,¼Æ¶q
BC27514100,DOLUTEGRAVIR 50 MG + RILPIVIRINE 25 MG ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,330993
BC27524457,FORMOTEROL FUMARATE DIHYDRATE 5 MCG/DOSE + GLYCOPYRRONIUM 7.2 MCG/DOSE ¡A ¤f»ó¼QÃú/§l¤J¾¯ ¡A 120 DOSE,85630.5
BC27532255,PEMETREXED¡Aª`®g¾¯¡A100.00MG,3545.5
BC27532277,PEMETREXED ¡A ª`®g¾¯ ¡A 500.00 MG,1415
BC27547100,SOFOSBUVIR 400 MG + VELPATASVIR 100 MG ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,28
BC27555100,LETERMOVIR ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 240 MG,27448
BC27559230,LETERMOVIR ¡A ª`®g¾¯ ¡A 240 MG,492
BC27563100,QUETIAPINE ¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 300 MG,483
BC27564100,QUETIAPINE ¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 200 MG,51455
BC27565100,QUETIAPINE ¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 50 MG,108117.1
BC27570100,TENOFOVIR ALAFENAMIDE 25 MG + EMTRICITABINE 200 MG + BICTEGRAVIR 50 MG ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,5386860.5
BC27593238,PROPOFOL ¡A ª`®g¾¯ ¡A 200.00 MG,105128.2
BC27596100,APALUTAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 60 MG,651571
BC27602217,BORTEZOMIB ¡A ª`®g¾¯ ¡A 3.50 MG,20666.3
BC27613100,TENOFOVIR ALAFENAMIDE 10 MG + EMTRICITABINE 200 MG + DARUNAVIR 800 MG + COBICISTAT 150 MG ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,98119
BC27614100,DULOXETINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,1400464
BC27615221,PALONOSETRON¡A ª`®g¾¯¡A 0.25mg,471
BC27640100,ABEMACICLIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50-200 MG,503
BC27641100,ABEMACICLIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50-200 MG,276682
BC27642100,ABEMACICLIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50-200 MG,26302
BC27643100,ABEMACICLIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50-200 MG,420
BC276563B9,FENTANYL ¡A ¸g¥Ö§l¦¬¶K¤ù ¡A 12.5MCG/HR  0.9MG/72hr,1448
BC27672457,FORMOTEROL FUMARATE DIHYDRATE 6 MCG/DOSE + GLYCOPYRRONIUM 10 MCG/DOSE + BECLOMETHASONE DIPROPIONATE 100 MCG/DOSE ¡A ¤f»ó¼QÃú/§l¤J¾¯ ¡A 120 DOSE,128301.5
BC27691100,LORLATINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25 MG,359965
BC27700100,ENTECAVIR ¤@¯ë¿õ¾¯½¦Ån¾¯¡A0.5MG,10212
BC27705214,CEFTAZIDIME 2 GM + AVIBACTAM 500 MG ¡A ª`®g¾¯,157074.6
BC27716100,BRIVARACETAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50-100 MG,280260
BC27717100,BRIVARACETAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50-100 MG,1059477.8
BC27718221,BRIVARACETAM ¡A ª`®g¾¯ ¡A 50 MG,8746
BC27719166,BRIVARACETAM ¡A 10 MG/ML ¡A ¤fªA²G¾¯ ¡A 300 ML,833
BC27720255,PEMETREXED¡Aª`®g¾¯¡A100.00MG,31
BC27721277,PEMETREXED ¡A ª`®g¾¯ ¡A 500.00 MG,22
BC27729100,LEVETIRACETAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 1000.00 MG,6016.5
BC27730100,BRIGATINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30 MG,14188
BC27731100,BRIGATINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 90 MG,7280
BC27732100,BRIGATINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 180 MG,5811
BC27733100,RIVAROXABAN ¡A¤@¯ë¿õ¾¯½¦Ån¾¯¡A10mg-20mg,9527
BC27734100,RIVAROXABAN ¡A¤@¯ë¿õ¾¯½¦Ån¾¯¡A10mg-20mg,14323
BC27735100,RIVAROXABAN ¡A¤@¯ë¿õ¾¯½¦Ån¾¯¡A10mg-20mg,1617
BC27739100,LAMIVUDINE 300 MG + TENOFOVIR DISOPROXIL 245 MG + DORAVIRINE 100 MG ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,147120
BC27745251,COPANLISIB ¡A ª`®g¾¯ ¡A 60 MG,3
BC27746148,LAROTRECTINIB ¡A ¤fªA²G¾¯ ¡A 20 MG/ML ¡A 50 ML,33
BC27746155,LAROTRECTINIB ¡A ¤fªA²G¾¯ ¡A 20 MG/ML ¡A 100 ML,124
BC27748100,LAROTRECTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100 MG,4218
BC27750100,RIVAROXABAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.5 mg,3261693
BC27752100,DUTASTERIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,912507
BC27764100,NIRAPARIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100 MG,16699
BC27766100,ABIRATERONE  ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,241147
BC27767157,FLUTICASONE 250 (500) MCG/DOSE + SALMETEROL 25 (50) MCG/DOSE¡A ¤f»ó¼QÃú/§l¤J¾¯¡A 120.00 (60.00)  DOSE¡A  33MG,7049.6
BC27769100,DACOMITINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15-45 MG,34523
BC27770100,DACOMITINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15-45 MG,155806
BC27771100,DACOMITINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15-45 MG,20024
BC27780209,3.5% AMINO ACIDS + DEXTROSE + ELECTROLYTE ¡A ª`®g¾¯ ¡A 3.5% ¡A 1000 ML,1446
BC27781100,ROSUVASTATIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,199173.5
BC27782100,ROSUVASTATIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,194377
BC27783100,APIXABAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.50 MG - 5.00 MG,830
BC27786209,DOCETAXEL ¡A ª`®g¾¯ ¡A 20.00 MG,791
BC27789100,APIXABAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.50 MG - 5.00 MG,1652
BC27795100,ISAVUCONAZOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100 MG,138375
BC27796263,ISAVUCONAZOLE ¡A ª`®g¾¯ ¡A 200 MG,14345
BC27798238,SODIUM GLYCEROPHOSPHATE ¡A ª`®g¾¯ ¡A 216 MG,38267.7
BC27801100,TALAZOPARIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 0.25 MG,11176
BC27809100,PREGABALIN  ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 75.00 MG,600
BC27822277,PEMETREXED ¡A ª`®g¾¯ ¡A 500.00 MG,48
BC27825414,LATANOPROSTENE BUNOD ¡A ²´¥Î²G¾¯ ¡A 0.24 MG/ML ¡A 2.5 ML,20548.8
BC27825421,LATANOPROSTENE BUNOD ¡A ²´¥Î²G¾¯ ¡A 0.24 MG/ML ¡A 5 ML,34909.5
BC27833100,BISOPROLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,1158001.3
BC278331G0,BISOPROLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,416180.6
BC27847100,BISOPROLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,1303
BC27856100,PEFICITINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50 MG,2475
BC27860100,LAMIVUDINE 300 MG + DOLUTEGRAVIR 50 MG ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,2435293
BC27865100,ENTRECTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200 MG,94025
BC27886229,DOXORUBICIN LIPOSOMAL COMPLEX¡A ª`®g¾¯ ¡A 20.00 MG,399
BC27886240,DOXORUBICIN LIPOSOMAL COMPLEX ¡A ª`®g¾¯ ¡A 50 MG,43
BC27888167,PERAMPANEL ¡A 0.5 MG/ML ¡A ¤fªA²G¾¯ ¡A 340 ML,4738.5
BC27890100,GILTERITINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40 MG,10511
BC27902100,UPADACITINIB ¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 15 MG,849779
BC27906414,OMIDENEPAG ISOPROPYL ¡A ²´¥Î²G¾¯ ¡A 20 MCG/ML ¡A 2.5 ML,82328
BC27909100,CELECOXIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,91
BC27915100,SOFOSBUVIR 400 MG + VELPATASVIR 100 MG + VOXILAPREVIR 100 MG ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,28
BC27920100,DUTASTERIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,24431
BC27923100,TAFAMIDIS ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 61 MG,9020
BC27930248,DECITABINE ¡A ª`®g¾¯ ¡A 50 MG,1285
BC27936100,DAROLUTAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300 MG,698902
BC27952100,OPICAPONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50 MG,264306
BC27954116,ACETYLCYSTEINE ¡A ¤fªAÁû²É¾¯ ¡A 600.00 MG,5705588.3
BC27957212,DEXMEDETOMIDINE¡Aª`®g¾¯¡A200.00MCG,2680
BC28016414,LATANOPROST ¡A ²´¥Î²G¾¯ ¡A 0.05  MG/ML ¡A 2.50 ML,5584
BC28020100,PITAVASTATIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,4421449.3
BC28023100,ERLOTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,1154
BC28024100,ERLOTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 150.00 MG,8741
BC28029100,AVAPRITINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100 MG,462
BC28031100,AVAPRITINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300 MG,1444
BC28035157,FLUTICASONE 250 (500) MCG/DOSE + SALMETEROL 25 (50) MCG/DOSE¡A ¤f»ó¼QÃú/§l¤J¾¯¡A 120.00 (60.00)  DOSE¡A  33MG,791
BC28036157,FLUTICASONE 125 (250)  MCG/DOSE + SALMETEROL 25 (50) MCG/DOSE¡A ¤f»ó¼QÃú/§l¤J¾¯¡A 120.00 (60.00) DOSE¡A 18MG,1832.8
BC28041100,DEFERASIROX ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250 MG,266
BC28043100,GEFITINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,2142
BC28047100,ACALABRUTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100 MG,26177
BC28048443,INDACATEROL 150 MCG/DOSE + GLYCOPYRRONIUM 50 MCG/DOSE + MOMETASONE 80-160 MCG/DOSE ¡A ¤f»ó¼QÃú/§l¤J¾¯¡A 30 DOSE,47.6
BC28049443,INDACATEROL 150 MCG/DOSE + GLYCOPYRRONIUM 50 MCG/DOSE + MOMETASONE 80-160 MCG/DOSE ¡A ¤f»ó¼QÃú/§l¤J¾¯¡A 30 DOSE,12879
BC28061100,SAFINAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50 MG,1029200
BC28063100,PEMIGATINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.5 MG,96
BC28064100,PEMIGATINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 9 MG,336
BC28065100,PEMIGATINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 13.5 MG,4924
BC28067221,FLUMAZENIL ¡A ª`®g¾¯ ¡A 500.00 MCG,585
BC28086100,DULOXETINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 60.00 MG,23056
BC28087100,DULOXETINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,155080
BC28089100,ABIRATERONE  ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,35456
BC28103100,PITOLISANT ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.5 MG,427
BC28104100,PITOLISANT ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 18 MG,34090
BC28116100,ERLOTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 150.00 MG,6070
BC28117100,ERLOTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,4212
BC28120100,DUTASTERIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,44522
BC28122210,<3%Amino Acids +Carbohydrate +Lipid emulsion solution for infusion ¡A¤T¦X¤@Àç¾iª`®g¾¯.,17709
BC28152100,TEPOTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 225 MG,53083
BC28160100,ZANUBRUTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80 MG,21796
BC28173414,LATANOPROST ¡A ²´¥Î²G¾¯ ¡A 0.05  MG/ML ¡A 2.50 ML,37621
BC28181100,ROSUVASTATIN 10-20 MG + EZETIMIBE 10 MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,9976720.2
BC28182100,ROSUVASTATIN 10-20 MG + EZETIMIBE 10 MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,5713385.1
BC28183457,FORMOTEROL FUMARATE DIHYDRATE 5 MCG/DOSE + GLYCOPYRRONIUM 7.2 MCG/DOSE + BUDESONIDE 160 MCG/DOSE ¡A ¤f»ó¼QÃú/§l¤J¾¯ ¡A 120 DOSE,39363.1
BC28192100,SORAFENIB TOSYLATE 274MG(= sorafenib..200.0 mg ) ¤@¯ë¿õ¾¯½¦Ån¾¯,356
BC28193100,TIRABRUTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80 MG,24130
BC28202217,PALIPERIDONE ¡A ª`®g¾¯ ¡A 700 MG,240
BC28202221,PALIPERIDONE ¡A ª`®g¾¯ ¡A 1 GM,652
BC28206100,MESALAZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 1.6 GM,148971
BC28208100,FILGOTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100-200 MG,959
BC28209100,FILGOTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100-200 MG,7977
BC28217216,RILPIVIRINE ¡A ª`®g¾¯ ¡A 900 MG,1359
BC28218216,CABOTEGRAVIR ¡A ª`®g¾¯ ¡A 600 MG,1359
BC28230100,FEBUXOSTAT ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A 80MG,244644
BC28235100,ABROCITINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100-200 MG,17637
BC28240443,VILANTEROL 22-25 MCG/DOSE + UMECLIDINIUM 55-62.5 MCG/DOSE + FLUTICASONE FUROATE 92-200 MCG/DOSE ¡A ¤f»ó¼QÃú/§l¤J¾¯ ¡A 30 DOSE,30002
BC28252100,EZETIMIBE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,498814.8
BC28266166,RILUZOLE ¡A ¤fªA²G¾¯ ¡A 5 MG/ML ¡A 300 ML,92
BC28285100,TAMSULOSIN ¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 400.00 MCG,1472916.3
BC28306100,DULOXETINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 60.00 MG,158905
BC28307100,DULOXETINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,349715.5
BC28315229,MITOMYCIN C ¡A ª`®g¾¯ ¡A 10.00 MG,63604.2
BC28329221,LIDOCAINE ¡A ª`®g¾¯ ¡A 100.00 MG,3
BC28376100,DUTASTERIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,208631
BC28391263,DACARBAZINE ¡A ª`®g¾¯ ¡A 200.00 MG,38
BC28400414,LATANOPROST ¡A ²´¥Î²G¾¯ ¡A 0.05  MG/ML ¡A 2.50 ML,1701
BC28403100,APREPITANT ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00MG-125.00 MG,3949
BC28404100,APREPITANT ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00MG-125.00 MG,413
BC28405100,APREPITANT ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00MG-125.00 MG,3846
BC28406100,APREPITANT ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00MG-125.00 MG,778
BC28417100,APREPITANT ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 80.00MG-125.00 MG,156
BC28434100,ENZALUTAMIDE¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A40MG,1534739
BC28492100,MARIBAVIR ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A200 mg,1678
BC28495500,MESALAZINE ¡A ®ê¾¯ ¡A 1000.00 MG,14
BC28504100,LEVETIRACETAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,229956.5
BC28506100,LACOSAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,1147
BC28510423,MOMETASONE ¡A ¦Õ»ó¥Î²G¾¯ ¡A 50 MCG/DOSE ¡A 120 DOSE,1
BC28514277,GANCICLOVIR ¡A ª`®g¾¯ ¡A 500.00 MG,229
BC28522100,THYROXINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MCG,28
BC28528100,FEBUXOSTAT ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A 80MG,137
BC28538100,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE¡A ½wÄÀ¿õ¾¯½¦Ån¾¯ ¡A 0.375 MG,9
BC28542100,ESCITALOPRAM OXALATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,94039.5
BC28550100,DONEPEZIL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,3236
BC28560100,OLMESARTAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,51585
BC28561100,OLMESARTAN 20MG + HYDROCHLOROTHIAZIDE 0-25MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,29766
BC28562100,TELMISARTAN 80MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-25MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,47366
BC28563100,TELMISARTAN 40MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-12.5MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,7
BC28568100,6-MERCAPTOPURINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,28969.5
BC28569100,ETORICOXIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 60-90MG,32684
BC28575343,PERMETHRIN ¡A ¥~¥Î³n»I¾¯ ¡A 50 MG/GM ¡A 30 GM,11
BC28575351,PERMETHRIN ¡A ¥~¥Î³n»I¾¯ ¡A 50 MG/GM ¡A 60 GM,836.7
BC28585100,OLMESARTAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,19102
BC285881G0,PSEUDOEPHEDRINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 60.00 MG,95793.9
BC28598100,VORTIOXETINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5 MG,592005.8
BC28599100,VORTIOXETINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10-20 MG,2066462.8
BC28618100,ACALABRUTINIB ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100 MG,941
BC286881G6,THYROXINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MCG,307
BR00091223,RADIUM-223 DICHLORIDE ¡A ª`®g¾¯ ¡A 6.6 MBq,2145.1
HCVDAA0010,SOFOSBUVIR + LEDIPASVIR +/- RIBAVIRIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 12¶gÀøµ{,126
HCVDAA0012,GLECAPREVIR + PIBRENTASVIR ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 8¶gÀøµ{,295650
HCVDAA0013,GLECAPREVIR + PIBRENTASVIR ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 12¶gÀøµ{,469
HCVDAA0014,GLECAPREVIR + PIBRENTASVIR ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 16¶gÀøµ{,847
HCVDAA0015,SOFOSBUVIR + VELPATASVIR ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 12¶gÀøµ{,522819
HCVDAA0016,SOFOSBUVIR + VELPATASVIR + RIBAVIRIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 12¶gÀøµ{,13829
HCVDAA0017,SOFOSBUVIR + VELPATASVIR + VOXILAPREVIR ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 12¶gÀøµ{,9466
HCVDAA0018,SOFOSBUVIR + VELPATASVIR + RIBAVIRIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 24¶gÀøµ{,364
J000048216,TETANUS TOXOID ¡A ª`®g¾¯ ¡A 480 IU,0
J000048238,TETANUS TOXOID ¡A ª`®g¾¯ ¡A 3200 IU,0
J000048299,TETANUS TOXOID ¡A ª`®g¾¯ ¡A 160 IU,1
J000089209,TETANUS TOXOID ¡A ª`®g¾¯ ¡A 80 IU,400
J000089299,TETANUS TOXOID ¡A ª`®g¾¯ ¡A 80 IU,2263.2
JC00006212,TR. MUCROSQUAMATUS ANTIVENIN ¡A ª`®g¾¯ ¡A 2.00 ¡A KIU,2194
JC00009212,SNAKE VENOM ANTISERUM ¡A ª`®g¾¯ ¡A 2.00 ¡A KIU,450
JC00010209,SNAKE VENOM ANTISERUM ¡A ª`®g¾¯ ¡A 1.00 ¡A KIU,8
JC00089209,TETANUS TOXOID ¡A ª`®g¾¯ ¡A 80 IU,43995.8
JC00143209,ROPEGINTERFERON ALFA-2B ¡A ª`®g¾¯ ¡A 500 MCG,404
JC00154261,TRASTUZUMAB ¡A ª`®g¾¯ ¡A 150.00 MG,53.6
K000422212,IMMUNOGLOBULIN ¡A ª`®g¾¯ ¡A 320.00 MG,0
K000453206,INFLUENZA VACCINE ¡A ª`®g¾¯ ¡A 500.00 ¡A MCL,0
K000580219,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 4.00 KIU,0
K000582212,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 2.00 KIU,0
K000620209,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 1.00 KIU,0
K000620212,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 2.00 KIU,0
K000621212,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 2.00 KIU,0
K000621219,EPOETIN ALFA ¡A ª`®g¾¯ ¡A 4.00 KIU,0
K000645221,EPOETIN BETA ¡A ª`®g¾¯ ¡A 5.00 KIU,0
K000646212,EPOETIN BETA ¡A ª`®g¾¯ ¡A 2.00 KIU,0
K000648209,EPOETIN BETA ¡A ª`®g¾¯ ¡A 1.00 KIU,0
K000653299,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,856386
K000657299,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,378880
K000663299,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,4321244
K000682299,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,0
K000709248,EPOETIN BETA ¡A ª`®g¾¯ ¡A 50.00 KIU,0
K000739209,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1000.00 ¡A IU,20
K000739299,INSULIN HUMAN ¡A  PENFILL ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,14982781.7
K000760209,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1000.00 ¡A IU,0
K000760299,INSULIN HUMAN ¡A ª`®g¾¯ ¡A 1.00 ¡A IU,1197415
K000771221,EPOETIN BETA ¡A ª`®g¾¯ ¡A 5.00 KIU,0
K000781209,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 25.00 MCG,0
K000782209,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 40.00 MCG,0
K000783209,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 60.00 MCG,0
K000784248,ALBUMIN ¡A ª`®g¾¯ ¡A 10.00 GM,0
K000800243,EPOETIN BETA ¡A ª`®g¾¯ ¡A 30.00 KIU,0
K000810266,INSULIN DETEMIR ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A IU,6
K000823266,INSULIN ASPART ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A U,31
K000867295,ERYTHROPOIETIN (METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA) ¡A ª`®g¾¯ ¡A 75 MCG/0.3ML,0
K000876212,EPOETIN BETA ¡A ª`®g¾¯ ¡A 2.00 KIU,0
K000880209,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 10.00 MCG,0
K000882209,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 20.00 MCG,0
K000884209,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 40.00 MCG,0
K000885209,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 60.00 MCG,0
K000909266,INSULIN ASPART ¡A  PENFILL ¡A ª`®g¾¯ ¡A 300.00 ¡A U,0
K000918209,DENOSUMAB ¡A ª`®g¾¯¡A 60MG,0
K000938248,AFLIBERCEPT ¡A ª`®g¾¯ ¡A 2.00 MG,91
K000953206,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 40.00 MCG,0
K000955206,DARBEPOETIN ALFA ¡A ª`®g¾¯ ¡A 20.00 MCG,0
KC00197248,ALBUMIN ¡A ª`®g¾¯ ¡A 12.50 GM,175702
